PIN,Property Address,Most Recent Date Sale,Deed No.,Most Recent Sale Price,Pure Market Indicator,Estimate (Land),Estimate (Building),First Pass Value 1,First Pass Value 2,Land Value,Improvement Value,First Pass Value 3,First Pass Value 4,First Pass Value 5,First Pass Value 6,First Pass Value 7
10134130240000,1500  DARROW AVE EVANSTON,,,,0,17810,160820,127006,117481,4506,112974,117481,117481,117481,117481,
10134130250000,1500  DARROW AVE EVANSTON,,,,0,7530,159380,98060,90706,1905,88801,90706,90706,90706,90706,
10134130260000,1500  DARROW AVE EVANSTON,,,,0,7530,160840,98066,90712,1905,88807,90712,90712,90712,90712,
10134130270000,1500  DARROW AVE EVANSTON,,,,0,7530,157850,98073,90718,1905,88813,90718,90718,90718,90718,
10134130280000,1500  DARROW AVE EVANSTON,,,,0,20770,157860,125489,116077,5255,110822,116077,116077,116077,116077,
10134140100000,1500  DEWEY AVE EVANSTON,,,,0,59500,204150,228168,228168,15050,213118,228168,228168,228168,228168,
10134140120000,1719  LAKE ST EVANSTON,,,,0,63640,228740,355246,417415,16099,401315,417415,417415,417415,417415,
10134140130000,1715  LAKE ST EVANSTON,,,,0,63640,184970,317564,373138,16099,357039,373138,373138,373138,373138,373138
10134140140000,1711  LAKE ST EVANSTON,,,,0,63640,641960,387887,387887,16099,371788,387887,387887,387887,387887,387887
10134140150000,1709  LAKE ST EVANSTON,,,,0,31820,173380,196822,231266,8050,223216,231266,231266,231266,231266,
10134140190000,1510  DEWEY AVE EVANSTON,,,,0,43730,183560,246164,295397,11062,284335,295397,295397,295397,295397,
10134140200000,1508  DEWEY AVE EVANSTON,,,,0,43730,210250,288255,345906,11062,334845,345906,345906,345906,345906,
10134140210000,1504  DEWEY AVE EVANSTON,,,,0,43730,192000,248746,298496,11062,287434,298496,298496,298496,298496,
10134140220000,1519  DARROW AVE EVANSTON,,,,0,33630,212340,224667,207817,8508,199310,207817,207817,207817,207817,
10134140230000,1519  DARROW AVE EVANSTON,,,,0,33220,212550,237471,219661,8404,211256,219661,219661,219661,219661,
10134140240000,1501  DARROW AVE EVANSTON,,,,0,29560,215760,218292,201920,7478,194442,201920,201920,201920,201920,
10134140250000,1501  DARROW AVE EVANSTON,,,,0,29080,170920,217089,200808,7357,193450,200808,200808,200808,200808,
10134140260000,1515  DARROW AVE EVANSTON,,,,0,29710,215510,217403,201098,7516,193582,201098,201098,201098,201098,
10134140270000,1515  DARROW AVE EVANSTON,,,,0,28930,216290,216008,199807,7319,192489,199807,199807,199807,199807,
10134140280000,1511  DARROW AVE EVANSTON,08/02/2017,01721415076,200000,1,29560,216410,217850,201512,7478,194034,201512,201512,201512,201512,
10134140290000,1511  DARROW AVE EVANSTON,,,,0,29080,216890,216988,200714,7357,193356,200714,200714,200714,200714,
10134140300000,1507  DARROW AVE EVANSTON,,,,0,29710,216260,218162,201800,7516,194283,201800,201800,201800,201800,
10134140310000,1507  DARROW AVE EVANSTON,,,,0,28930,217040,216761,200504,7319,193186,200504,200504,200504,200504,
10134140320000,1460  DEWEY AVE EVANSTON,,,,0,43330,150660,198517,233257,10961,222297,233257,233257,233257,233257,233257
10134140330000,1705  LAKE ST EVANSTON,,,,0,52500,270880,374392,514789,13281,501508,514789,514789,514789,514789,
10134150010000,1519  DEWEY AVE EVANSTON,,,,0,67830,171830,307653,361492,17157,344335,361492,361492,361492,361492,361492
10134150020000,1515  DEWEY AVE EVANSTON,,,,0,59500,216620,286383,286383,15050,271333,286383,286383,286383,286383,
10134150030000,1511  DEWEY AVE EVANSTON,,,,0,59500,120380,224770,252867,15050,237817,252867,252867,252867,252867,
10134150040000,1505  DEWEY AVE EVANSTON,,,,0,59500,468730,615672,615672,15050,600622,615672,615672,615672,615672,
10134150070000,1512  FLORENCE AVE EVANSTON,,,,0,58650,425550,497166,497166,14835,482331,497166,497166,497166,497166,
10134150080000,1508  FLORENCE AVE EVANSTON,,,,0,58650,187750,314760,369843,14835,355008,369843,369843,369843,369843,369843
10134150100000,1502  FLORENCE AVE EVANSTON,,,,0,58650,203690,251569,251569,14835,236734,251569,251569,251569,251569,
10134150110000,1621  LAKE ST EVANSTON,,,,0,63640,226320,292195,292195,16099,276096,292195,292195,292195,292195,
10134150130000,1613  LAKE ST EVANSTON,,,,0,31820,201640,219593,301941,8050,293891,301941,301941,301941,301941,
10134150140000,1611  LAKE ST EVANSTON,,,,0,31820,0,410908,410908,8050,0,410908,410908,10000,10000,
10134150150000,1607  LAKE ST EVANSTON,,,,0,47730,561510,631685,631685,12074,619611,631685,631685,631685,631685,
10134150200000,1605  LAKE ST EVANSTON,,,,0,24780,0,411887,411887,6269,0,411887,411887,10000,10000,
10134150210000,1458  FLORENCE AVE EVANSTON,,,,0,26770,154490,195098,229240,6772,222467,229240,229240,229240,229240,
10134150220000,1460  FLORENCE AVE EVANSTON,,,,0,26770,111790,195631,229867,6772,223094,229867,229867,229867,229867,229867
10134150230000,1603  LAKE ST EVANSTON,,,,0,32700,255060,270168,371481,8273,363208,371481,371481,371481,371481,
10134150250000,1619  LAKE ST EVANSTON,,,,0,47900,335110,437697,437697,12117,425579,437697,437697,437697,437697,
10134150260000,1615  LAKE ST EVANSTON,,,,0,47900,387500,417417,417417,12117,405299,417417,417417,417417,417417,
10134150270000,1612  GROVE ST EVANSTON,,,,0,27560,399230,315149,315149,6972,308177,315149,315149,315149,315149,483149
10134150280000,1516  FLORENCE AVE EVANSTON,,,,0,39290,538510,369184,369184,9939,359244,369184,369184,369184,369184,
10134160010000,1524  GROVE ST EVANSTON,,,,0,27620,277620,315839,434278,6988,427291,434278,434278,434278,434278,
10134160020000,1518  GROVE ST EVANSTON,,,,0,28170,227620,249011,249011,7127,241883,249011,249011,249011,249011,
10134160030000,1516  GROVE ST EVANSTON,,,,0,27620,227620,234928,234928,6988,227941,234928,234928,234928,234928,
10134160040000,1513  FLORENCE AVE EVANSTON,,,,0,44920,345450,339368,339368,11363,328005,339368,339368,339368,339368,
10134160050000,1511  FLORENCE AVE EVANSTON,,,,0,47480,193040,242397,242397,12012,230385,242397,242397,242397,242397,
10134160060000,1509  FLORENCE AVE EVANSTON,,,,0,44920,292390,367315,505058,11363,493696,505058,505058,505058,505058,
10134160070000,1505  FLORENCE AVE EVANSTON,04/27/2017,01711715011,675000,1,44920,253850,297048,408441,11363,397078,408441,408441,408441,408441,552441
10134160080000,1503  FLORENCE AVE EVANSTON,,,,0,64170,168710,279826,328795,16232,312563,328795,328795,328795,328795,
10134160090000,1512  GROVE ST EVANSTON,,,,0,41600,170080,260429,306004,10524,295480,306004,306004,306004,306004,
10134160100000,1506  GROVE ST EVANSTON,,,,0,51240,270600,350646,482138,12962,469176,482138,482138,482138,482138,
10134160110000,1514  ASHLAND AVE EVANSTON,,,,0,80320,209080,287786,287786,20318,267469,287786,287786,287786,287786,
10134160120000,1510  ASHLAND AVE EVANSTON,,,,0,80320,350260,420204,420204,20318,399887,420204,420204,420204,420204,
10134160130000,1504  ASHLAND AVE EVANSTON,09/06/2018,01824908026,1,0,80320,304460,434954,598061,20318,577744,598061,598061,598061,598061,
10134160150000,1527  LAKE ST EVANSTON,,,,0,9280,0,411287,411287,2348,0,411287,411287,10000,10000,
10134160160000,1461  FLORENCE AVE EVANSTON,,,,0,63640,340320,425142,425142,16099,409043,425142,425142,425142,425142,
10134160170000,1521  LAKE ST EVANSTON,08/17/2017,01722901009,1,0,31820,179880,235358,235358,8050,227308,235358,235358,235358,235358,
10134160180000,1519  LAKE ST EVANSTON,08/17/2017,01722901009,1,0,31820,17630,411712,411712,8050,0,411712,411712,10000,10000,
10134160190000,1517  LAKE ST EVANSTON,,,,0,31820,164200,289063,339649,8050,331600,339649,339649,339649,339649,
10134160200000,1515  LAKE ST EVANSTON,,,,0,31820,0,412007,412007,8050,0,412007,412007,10000,10000,
10134160210000,1513  LAKE ST EVANSTON,,,,0,35810,234550,232006,232006,9060,222946,232006,232006,232006,232006,
10134160220000,1511  LAKE ST EVANSTON,,,,0,42410,150150,282640,332102,10728,321373,332102,332102,332102,332102,332102
10134160230000,1507  LAKE ST EVANSTON,,,,0,73100,364750,468908,468908,18490,450418,468908,468908,468908,468908,
10134160250000,1501  LAKE ST EVANSTON,,,,0,49700,255780,289512,289512,12573,276939,289512,289512,289512,289512,
10134160260000,1502  ASHLAND AVE EVANSTON,,,,0,40160,87210,233737,262954,10159,252796,262954,262954,262954,262954,262954
10134160270000,1500  ASHLAND AVE EVANSTON,,,,0,40160,109560,199060,223942,10159,213783,223942,223942,223942,223942,
10134170010000,1424  GROVE ST EVANSTON,,,,0,83640,372000,520267,728374,25789,702585,728374,728374,728374,728374,
10134170020000,1420  GROVE ST EVANSTON,,,,0,167280,379420,660353,924494,51578,872916,924494,924494,924494,924494,
10134170030000,1414  GROVE ST EVANSTON,,,,0,83640,265810,496480,695073,25789,669284,695073,695073,695073,695073,
10134170040000,1505  ASHLAND AVE EVANSTON,03/15/2018,01807413017,342500,1,99600,223400,476290,666806,30710,636096,666806,666806,666806,666806,
10134170050000,1501  ASHLAND AVE EVANSTON,,,,0,79680,224730,444711,433593,24568,409025,433593,433593,433593,433593,433593
10134170070000,1410  GROVE ST EVANSTON,,,,0,38400,346360,499912,499912,11840,488072,499912,499912,499912,499912,
10134170080000,1518  WESLEY AVE EVANSTON,,,,0,76800,439140,568696,796174,23680,772494,796174,796174,796174,796174,
10134170100000,1510  WESLEY AVE EVANSTON,,,,0,90000,49970,691102,760212,27750,732462,760212,760212,760212,760212,760212
10134170110000,1506  WESLEY AVE EVANSTON,,,,0,72000,440220,658217,691127,22200,668927,691127,691127,691127,691127,
10134170120000,1504  WESLEY AVE EVANSTON,,,,0,72000,459490,591928,591928,22200,569728,591928,591928,591928,591928,
10134170160000,1419  LAKE ST EVANSTON,08/21/2018,01823349289,995000,1,111000,295640,506160,708624,34225,674399,708624,708624,708624,708624,
10134170180000,1462  WESLEY AVE EVANSTON,,,,0,72000,475780,663197,696357,22200,674157,696357,696357,696357,696357,
10134170190000,1456  WESLEY AVE EVANSTON,,,,0,77400,534560,804056,844259,23865,820394,844259,844259,844259,844259,
10134170200000,1401  LAKE ST EVANSTON,,,,0,72000,455400,663045,729350,22200,707150,729350,729350,729350,729350,729350
10134170230000,1409  LAKE ST EVANSTON,,,,0,105120,367230,611209,611209,32412,578797,611209,611209,611209,611209,
10134170250000,1415  LAKE ST EVANSTON,,,,0,116880,518980,1003497,1404896,36038,1368858,1404896,1404896,1404896,1404896,
10134170260000,1465  ASHLAND AVE EVANSTON,,,,0,22230,653480,686445,686445,6856,679589,686445,686445,686445,686445,
10134170280000,1465  ASHLAND AVE EVANSTON,10/04/2017,01727749059,733000,1,14520,660140,619513,619513,4477,615036,619513,619513,619513,619513,
10134170290000,1463  ASHLAND AVE EVANSTON,,,,0,15260,659530,627144,627144,4706,622438,627144,627144,627144,627144,
10134170300000,1465  ASHLAND AVE EVANSTON,,,,0,19220,655610,662856,662856,5927,656928,662856,662856,662856,662856,
10134170310000,1425  LAKE ST EVANSTON,,,,0,17520,657070,648273,648273,5402,642871,648273,648273,648273,648273,
10134170320000,1423  LAKE ST EVANSTON,,,,0,15660,659350,631354,631354,4828,626526,631354,631354,631354,631354,
10134170330000,1421  LAKE ST EVANSTON,,,,0,26860,658360,719289,719289,8284,711004,719289,719289,719289,719289,
10134180090000,1319  LAKE ST EVANSTON,,,,0,117000,473390,829372,870841,36075,834766,870841,870841,870841,870841,
10134180100000,1512  ASBURY AVE EVANSTON,,,,0,162000,605430,1113792,1169481,49950,1119531,1169481,1169481,1169481,1169481,
10134180140000,1460  ASBURY AVE EVANSTON,,,,0,216000,1099090,1744235,1613417,66600,1546817,1613417,1613417,1613417,1613417,
10134180170000,1313  LAKE ST EVANSTON,,,,0,71550,40620,510969,510969,22063,488905,510969,510969,510969,510969,510969
10134180180000,1454  ASBURY AVE EVANSTON,,,,0,90900,520520,799851,839844,28028,811817,839844,839844,839844,839844,
10134180210000,1327  LAKE ST EVANSTON,,,,0,180000,596120,1203008,1263159,55500,1207659,1263159,1263159,1263159,1263159,
10134180220000,1323  LAKE ST EVANSTON,,,,0,99000,410770,639326,703259,30525,672734,703259,703259,703259,703259,703259
10134180230000,1510  ASBURY AVE EVANSTON,08/02/2018,01821419095,875000,1,126900,328080,497985,497985,39128,458858,497985,497985,497985,497985,497985
10134180240000,1500  ASBURY AVE EVANSTON,,,,0,192780,676590,1339885,1406879,59440,1347439,1406879,1406879,1406879,1406879,
10134180260000,1464  ASBURY AVE EVANSTON,,,,0,108000,417380,519946,519946,33300,486646,519946,519946,519946,519946,
10134190030000,1810  LAKE ST EVANSTON,,,,0,38250,246290,264656,264656,9675,254981,264656,264656,264656,264656,
10134190040000,1806  LAKE ST EVANSTON,,,,0,38250,241840,256578,256578,9675,246903,256578,256578,256578,256578,
10134190090000,1419  DODGE AVE EVANSTON,,,,0,35700,190310,264263,310510,9030,301480,310510,310510,310510,310510,
10134190110000,1415  DODGE AVE EVANSTON,,,,0,41650,128050,165296,165296,10535,154761,165296,165296,165296,165296,
10134190120000,1424  DARROW AVE EVANSTON,,,,0,28560,231940,268594,268594,7224,261370,268594,268594,268594,268594,
10134190160000,1416  DARROW AVE EVANSTON,,,,0,42840,175900,240939,283103,10836,272267,283103,283103,283103,283103,
10134190170000,1414  DARROW AVE EVANSTON,03/09/2017,01706845068,250000,1,41650,199810,295500,295500,10535,284965,295500,295500,295500,295500,
10134190210000,1817  GREENWOOD ST EVANSTON,11/01/2018,01830506268,1,0,31870,250950,281867,281867,8062,273804,281867,281867,281867,281867,
10134190220000,1815  GREENWOOD ST EVANSTON,,,,0,30600,200120,208792,208792,7740,201052,208792,208792,208792,208792,
10134190230000,1813  GREENWOOD ST EVANSTON,,,,0,45900,236650,259228,259228,11610,247618,259228,259228,259228,259228,
10134190240000,1811  GREENWOOD ST EVANSTON,,,,0,45900,273940,311559,311559,11610,299949,311559,311559,311559,311559,
10134190250000,1404  DARROW AVE EVANSTON,,,,0,61200,374220,376282,376282,15480,360802,376282,376282,376282,376282,
10134190280000,1423  DODGE AVE EVANSTON,,,,0,42840,216650,202830,278891,10836,268055,278891,278891,278891,278891,
10134190290000,1421  DODGE AVE EVANSTON,,,,0,42840,124700,237977,279622,10836,268786,279622,279622,279622,279622,279622
10134190300000,1814  LAKE ST EVANSTON,,,,0,39840,222280,252067,252067,10079,241988,252067,252067,252067,252067,
10134190310000,1812  LAKE ST EVANSTON,,,,0,39840,207300,280524,336629,10079,326549,336629,336629,336629,336629,
10134190320000,1802  LAKE ST EVANSTON,,,,0,30260,262340,286810,286810,7654,279156,286810,286810,286810,286810,
10134190330000,1804  LAKE ST EVANSTON,,,,0,24200,255860,260335,357961,6123,351838,357961,357961,357961,357961,
10134190340000,1428  DARROW AVE EVANSTON,04/25/2018,01811555121,390000,1,22030,97970,227039,266771,5573,261198,266771,266771,266771,266771,266771
10134190350000,1823  GREENWOOD ST EVANSTON,08/10/2017,01722208325,255000,1,49720,128760,223183,251081,12578,238503,251081,251081,251081,251081,
10134190360000,1819  GREENWOOD ST EVANSTON,,,,0,45900,98760,194381,218679,11610,207069,218679,218679,218679,218679,218679
10134190370000,1422  DARROW AVE EVANSTON,,,,0,42840,233210,260532,260532,10836,249696,260532,260532,260532,260532,
10134190380000,1418  DARROW AVE EVANSTON,,,,0,42840,268160,267567,367904,10836,357068,367904,367904,367904,367904,
10134190400000,1825  GREENWOOD ST EVANSTON,,,,0,31870,159360,185694,208906,8062,200843,208906,208906,208906,208906,208906
10134200010000,1722  LAKE ST EVANSTON,,,,0,25500,3750,418621,418621,6450,0,418621,418621,10000,10000,
10134200020000,1720  LAKE ST EVANSTON,,,,0,25500,0,418353,418353,6450,0,418353,418353,10000,10000,
10134200030000,1718  LAKE ST EVANSTON,,,,0,51000,304850,361995,497744,12900,484844,497744,497744,497744,497744,
10134200040000,1714  LAKE ST EVANSTON,03/20/2018,01807929022,427000,1,34000,141960,251354,295340,8600,286740,295340,295340,295340,295340,295340
10134200050000,1710  LAKE ST EVANSTON,11/30/2017,01733410014,232000,1,34000,155280,233714,274614,8600,266014,274614,274614,274614,274614,274614
10134200060000,1708  LAKE ST EVANSTON,,,,0,34000,141940,242339,284749,8600,276149,284749,284749,284749,284749,284749
10134200070000,1706  LAKE ST EVANSTON,,,,0,51000,208700,309714,363914,12900,351014,363914,363914,363914,363914,
10134200080000,1702  LAKE ST EVANSTON,,,,0,49930,222940,280170,280170,12631,267539,280170,280170,280170,280170,
10134200090000,1425  DARROW AVE EVANSTON,,,,0,42840,331770,419254,419254,10836,408418,419254,419254,419254,419254,
10134200100000,1423  DARROW AVE EVANSTON,,,,0,42840,268740,307117,307117,10836,296281,307117,307117,307117,307117,
10134200110000,1419  DARROW AVE EVANSTON,,,,0,38080,200640,234392,234392,9632,224760,234392,234392,234392,234392,
10134200120000,1417  DARROW AVE EVANSTON,,,,0,38080,155450,292621,343830,9632,334198,343830,343830,343830,343830,343830
10134200130000,1415  DARROW AVE EVANSTON,,,,0,37110,144200,260119,305640,9389,296251,305640,305640,305640,305640,305640
10134200140000,1424  DEWEY AVE EVANSTON,,,,0,81390,223120,398957,398957,20588,378369,398957,398957,398957,398957,
10134200150000,1418  DEWEY AVE EVANSTON,,,,0,40690,189570,356738,419167,10294,408873,419167,419167,419167,419167,419167
10134200160000,1416  DEWEY AVE EVANSTON,,,,0,40690,243930,286692,286692,10294,276397,286692,286692,286692,286692,
10134200170000,1416  DEWEY AVE EVANSTON,,,,0,26000,0,421460,421460,6577,0,421460,421460,10000,10000,
10134200190000,1727  GREENWOOD ST EVANSTON,,,,0,45900,202370,308689,362710,11610,351100,362710,362710,362710,362710,
10134200210000,1719  GREENWOOD ST EVANSTON,,,,0,61200,140770,265799,312313,15480,296833,312313,312313,312313,312313,312313
10134200220000,1717  GREENWOOD ST EVANSTON,,,,0,45900,232730,295089,295089,11610,283479,295089,295089,295089,295089,
10134200230000,1715  GREENWOOD ST EVANSTON,,,,0,45900,202760,227162,312348,11610,300738,312348,312348,312348,312348,
10134200240000,1711  GREENWOOD ST EVANSTON,,,,0,59920,484160,630421,630421,15158,615263,630421,630421,630421,630421,
10134200250000,1409  DARROW AVE EVANSTON,,,,0,14990,57780,125642,141348,3793,137555,141348,141348,141348,141348,141348
10134200260000,1731  GREENWOOD ST EVANSTON,,,,0,30900,248360,283687,390069,7817,382252,390069,390069,390069,390069,
10134210010000,1620  LAKE ST EVANSTON,,,,0,51000,357420,440373,440373,12900,427473,440373,440373,440373,440373,
10134210030000,1616  LAKE ST EVANSTON,,,,0,25500,154850,245251,288170,6450,281720,288170,288170,288170,288170,288170
10134210050000,1608  LAKE ST EVANSTON,,,,0,38250,200420,233101,233101,9675,223426,233101,233101,233101,233101,
10134210060000,1606  LAKE ST EVANSTON,,,,0,38250,206610,233455,321001,9675,311326,321001,321001,321001,321001,
10134210080000,1423  DEWEY AVE EVANSTON,,,,0,54260,170350,292033,292033,13726,278307,292033,292033,292033,292033,
10134210100000,1417  DEWEY AVE EVANSTON,,,,0,27130,0,419893,419893,6863,0,419893,419893,10000,10000,
10134210110000,1415  DEWEY AVE EVANSTON,,,,0,53130,248180,294445,404862,13440,391423,404862,404862,404862,404862,
10134210120000,1424  FLORENCE AVE EVANSTON,,,,0,42840,277360,273259,273259,10836,262423,273259,273259,273259,273259,
10134210130000,1422  FLORENCE AVE EVANSTON,,,,0,42840,364180,433360,433360,10836,422524,433360,433360,433360,433360,
10134210170000,1627  GREENWOOD ST EVANSTON,,,,0,30600,122740,308147,362073,7740,354333,362073,362073,362073,362073,
10134210180000,1625  GREENWOOD ST EVANSTON,,,,0,30600,122740,299948,352439,7740,344699,352439,352439,352439,352439,
10134210210000,1615  GREENWOOD ST EVANSTON,,,,0,61200,220140,303917,303917,15480,288437,303917,303917,303917,303917,
10134210220000,1613  GREENWOOD ST EVANSTON,,,,0,61200,278340,434865,434865,15480,419385,434865,434865,434865,434865,
10134210250000,1610  LAKE ST EVANSTON,,,,0,38250,97590,190976,214848,9675,205173,214848,214848,214848,214848,214848
10134210260000,1610  LAKE ST EVANSTON,,,,0,38250,147260,244617,287425,9675,277750,287425,287425,287425,287425,287425
10134210270000,1604  LAKE ST EVANSTON,,,,0,37950,295030,331823,456257,9600,446657,456257,456257,456257,456257,
10134210280000,1428  FLORENCE AVE EVANSTON,,,,0,11980,263120,229771,229771,3032,226740,229771,229771,229771,229771,
10134210290000,1623  GREENWOOD ST EVANSTON,,,,0,71400,250300,310012,310012,18060,291952,310012,310012,310012,310012,
10134210300000,1619  GREENWOOD ST EVANSTON,,,,0,51000,163740,278512,327252,12900,314352,327252,327252,327252,327252,327252
10134210310000,1400  FLORENCE AVE EVANSTON,,,,0,59920,190670,305732,359235,15158,344077,359235,359235,359235,359235,
10134210330000,1414  FLORENCE AVE EVANSTON,,,,0,26470,615750,532220,492304,6697,485606,492304,492304,492304,492304,
10134210340000,1416  FLORENCE AVE EVANSTON,,,,0,26520,569520,571280,528434,6710,521724,528434,528434,528434,528434,
10134210350000,1418  FLORENCE AVE EVANSTON,,,,0,27100,615240,574225,531158,6856,524302,531158,531158,531158,531158,
10134210360000,1420  FLORENCE AVE EVANSTON,05/04/2017,01712416099,1,0,27120,615220,574258,531189,6861,524328,531189,531189,531189,531189,
10134220050000,1425  FLORENCE AVE EVANSTON,,,,0,57120,218190,317223,317223,14448,302775,317223,317223,317223,317223,
10134220060000,1421  FLORENCE AVE EVANSTON,,,,0,57120,177930,288194,288194,14448,273746,288194,288194,288194,288194,
10134220070000,1417  FLORENCE AVE EVANSTON,,,,0,42840,284170,374901,374901,10836,364065,374901,374901,374901,374901,600901
10134220080000,1413  FLORENCE AVE EVANSTON,09/19/2018,01826217004,250000,1,41650,239200,255339,255339,10535,244804,255339,255339,255339,255339,
10134220100000,1521  GREENWOOD ST EVANSTON,,,,0,31870,174300,256323,301180,8062,293117,301180,301180,301180,301180,
10134220110000,1519  GREENWOOD ST EVANSTON,,,,0,31870,122230,209868,236102,8062,228039,236102,236102,236102,236102,
10134220120000,1517  GREENWOOD ST EVANSTON,,,,0,31870,165120,256441,301318,8062,293255,301318,301318,301318,301318,301318
10134220130000,1515  GREENWOOD ST EVANSTON,,,,0,33150,123870,208213,244650,8385,236265,244650,244650,244650,244650,244650
10134220180000,1418  ASHLAND AVE EVANSTON,,,,0,60240,165190,302712,355687,15239,340448,355687,355687,355687,355687,355687
10134220190000,1414  ASHLAND AVE EVANSTON,,,,0,60240,289200,388542,388542,15239,373303,388542,388542,388542,388542,620542
10134220200000,1412  ASHLAND AVE EVANSTON,,,,0,64260,292280,398799,398799,16254,382545,398799,398799,398799,398799,
10134220210000,1408  ASHLAND AVE EVANSTON,,,,0,56220,262830,362489,362489,14222,348267,362489,362489,362489,362489,
10134220230000,1411  FLORENCE AVE EVANSTON,,,,0,14870,117500,138747,156090,3762,152327,156090,156090,156090,156090,
10134220240000,1525  GREENWOOD ST EVANSTON,,,,0,48870,219320,292701,292701,12362,280339,292701,292701,292701,292701,
10134220290000,1513  GREENWOOD ST EVANSTON,,,,0,58000,453070,564834,564834,14672,550163,564834,564834,564834,564834,
10134220300000,1406  ASHLAND AVE EVANSTON,,,,0,33230,280060,363940,500418,8406,492011,500418,500418,500418,500418,
10134220310000,1404  ASHLAND AVE EVANSTON,,,,0,68920,631540,546812,546812,17434,529378,546812,546812,546812,546812,
10134230050000,1419  ASHLAND AVE EVANSTON,,,,0,48000,245450,275154,275154,14800,260354,275154,275154,275154,275154,
10134230060000,1417  ASHLAND AVE EVANSTON,08/01/2017,01721301001,450000,1,48000,394860,459526,505479,14800,490679,505479,505479,505479,505479,
10134230070000,1415  ASHLAND AVE EVANSTON,,,,0,96000,395440,681289,715353,29600,685753,715353,715353,715353,715353,
10134230080000,1411  ASHLAND AVE EVANSTON,,,,0,96000,303800,400414,560579,29600,530979,560579,560579,560579,560579,
10134230090000,1407  ASHLAND AVE EVANSTON,,,,0,96000,516900,776309,776309,29600,746709,776309,776309,776309,776309,
10134230100000,1425  GREENWOOD ST EVANSTON,,,,0,40200,292460,455580,637812,12395,625417,637812,637812,637812,637812,
10134230110000,1421  GREENWOOD ST EVANSTON,,,,0,55800,260210,384673,538543,17205,521338,538543,538543,538543,538543,
10134230120000,1410  LAKE ST EVANSTON,,,,0,42000,189230,320834,312813,12950,299863,312813,312813,312813,312813,
10134230130000,1408  LAKE ST EVANSTON,,,,0,48000,255850,375597,366207,14800,351407,366207,366207,366207,366207,
10134230140000,1432  WESLEY AVE EVANSTON,,,,0,56100,396730,382961,421257,17298,403959,421257,421257,421257,421257,
10134230150000,1428  WESLEY AVE EVANSTON,08/07/2017,01721918121,326000,1,45900,241090,342095,333542,14152,319390,333542,333542,333542,333542,333542
10134230160000,1424  WESLEY AVE EVANSTON,,,,0,96000,355400,548644,603509,29600,573909,603509,603509,603509,603509,603509
10134230170000,1422  WESLEY AVE EVANSTON,,,,0,96000,241790,463072,451495,29600,421895,451495,451495,451495,451495,
10134230180000,1418  WESLEY AVE EVANSTON,,,,0,96000,436450,718565,754493,29600,724893,754493,754493,754493,754493,
10134230190000,1414  WESLEY AVE EVANSTON,,,,0,96000,470620,641927,706120,29600,676520,706120,706120,706120,706120,
10134230200000,1410  WESLEY AVE EVANSTON,,,,0,96000,460730,568644,625508,29600,595908,625508,625508,625508,625508,
10134230210000,1404  WESLEY AVE EVANSTON,,,,0,96000,348670,575892,561495,29600,531895,561495,561495,561495,561495,
10134230220000,1411  GREENWOOD ST EVANSTON,,,,0,30000,250030,358477,501868,9250,492618,501868,501868,501868,501868,
10134230230000,1400  WESLEY AVE EVANSTON,01/03/2017,01700355130,550000,1,66000,389330,369988,406987,20350,386637,406987,406987,406987,406987,406987
10134230240000,1424  LAKE ST EVANSTON,,,,0,58800,489530,619983,619983,18130,601853,619983,619983,619983,619983,
10134230290000,1421  ASHLAND AVE EVANSTON,,,,0,48210,629160,852230,852230,14867,837364,852230,852230,852230,852230,
10134230300000,1423  ASHLAND AVE EVANSTON,,,,0,47950,629840,851004,851004,14785,836219,851004,851004,851004,851004,
10134240010000,1330  LAKE ST EVANSTON,,,,0,88800,458590,724860,761103,27380,733723,761103,761103,761103,761103,
10134240020000,1322  LAKE ST EVANSTON,,,,0,87600,400220,585115,643627,27010,616617,643627,643627,643627,643627,643627
10134240030000,1316  LAKE ST EVANSTON,,,,0,187460,533130,1177217,1236077,57801,1178276,1236077,1236077,1236077,1236077,
10134240040000,1427  WESLEY AVE EVANSTON,,,,0,88200,488100,687955,756750,27195,729555,756750,756750,756750,756750,756750
10134240050000,1421  WESLEY AVE EVANSTON,,,,0,112890,416080,794366,834085,34810,799275,834085,834085,834085,834085,
10134240060000,1415  WESLEY AVE EVANSTON,,,,0,118800,441500,756867,794711,36630,758081,794711,794711,794711,794711,
10134240070000,1413  WESLEY AVE EVANSTON,,,,0,145200,404400,885998,930298,44770,885528,930298,930298,930298,930298,930298
10134240100000,1319  GREENWOOD ST EVANSTON,,,,0,86180,373360,572117,629328,26573,602755,629328,629328,629328,629328,629328
10134240110000,1317  GREENWOOD ST EVANSTON,,,,0,47880,432160,498690,548559,14763,533796,548559,548559,548559,548559,548559
10134240120000,1432  ASBURY AVE EVANSTON,,,,0,135000,555920,1067183,1120542,41625,1078917,1120542,1120542,1120542,1120542,1120542
10134240130000,1430  ASBURY AVE EVANSTON,,,,0,108000,540900,994421,1044142,33300,1010842,1044142,1044142,1044142,1044142,
10134240140000,1426  ASBURY AVE EVANSTON,,,,0,81000,379460,652468,685092,24975,660117,685092,685092,685092,685092,685092
10134240150000,1418  ASBURY AVE EVANSTON,,,,0,159840,339170,592209,577404,49284,528120,577404,577404,577404,577404,
